# Optional ,# Optional | Add labels to products to help filter them into product sets. Max characters: 110 per label; 5000 labels per product,# Optional | Use this field to create variants of the same item. Enter the same group ID for all variants within a group. Learn more about variants: https://www.facebook.com/business/help/2256580051262113 Character limit: 100.,# Required | A unique content ID for the item. Use the item's SKU if you can. Each content ID must appear only once in your catalog. To run dynamic ads this ID must exactly match the content ID for the same item in your Meta Pixel code. Character limit: 100,# Required | A specific and relevant title for the item. See title specifications: https://www.facebook.com/business/help/2104231189874655 Character limit: 200,# Required | A short and relevant description of the item. Include specific or unique product features like material or color. Use plain text and don't enter text in all capital letters. See description specifications: https://www.facebook.com/business/help/2302017289821154 Character limit: 9999,# Optional,Alumineu,# Optional | The size of the item written as a word or abbreviation or number. For example: small; XL; 12. Character limit: 200.,# Optional | The color of the item. Use one or more words to describe the color. Don't use a hex code. Character limit: 200.,# Required | The price of the item. Format the price as a number followed by the 3-letter currency code (ISO 4217 standards). Use a period (.) as the decimal point; don't use a comma.,# Required | The URL of the specific product page where people can buy the item.,# Optional | ,# Required | The current condition of the item. | Supported values: new; used,# Required | The current availability of the item. | Supported values: in stock; out of stock,# Optional | The quantity of this item you have to sell on Facebook and Instagram with checkout. Must be 1 or higher or the item won't be buyable,# Optional | The discounted price of the item if it's on sale. Format the price as a number followed by the 3-letter currency code (ISO 4217 standards). Use a period (.) as the decimal point; don't use a comma. A sale price is required if you want to use an overlay for discounted prices.,# Optional | The time range for your sale period. Includes the date and time/time zone when your sale starts and ends. If this field is blank any items with a sale_price remain on sale until you remove the sale price. Use this format: YYYY-MM-DDT23:59+00:00/YYYY-MM-DDT23:59+00:00. Enter the start date as YYYY-MM-DD. Enter a 'T'. Enter the start time in 24-hour format (00:00 to 23:59) followed by the UTC time zone (-12:00 to +14:00). Enter '/' and then repeat the same format for your end date and time. The example row below uses PST time zone (-08:00).,# Optional | The Google product category for the item. Learn more about product categories: https://www.facebook.com/business/help/526764014610932.,# Optional | The Facebook product category for the item. Learn more about product categories: https://www.facebook.com/business/help/526764014610932.
custom_label_1,product_tags[1],item_group_id,id,title,description,rich_text_description,brand,size,color,price,link,additional_image_link,condition,availability,quantity_to_sell_on_facebook,sale_price,sale_price_effective_date,google_product_category,fb_product_category
,end caps,endcapp_y204,mY3nP58iiQbbhe6E8ifuq2,End cap ENDCAPP Y204,End cap for cutting off the light line boundary for LIGHTRA X030 s profile.,,alumineu,X030 s,black gloss,0.94 EUR,https://alumineu.com/products/accessories/end-caps/endcapp-y204?editionuid=757396441414,,new,in stock,100,,,7112,1457
,end caps,endcapp_y205,s3hlPBkThtLs9b-VgS5-72,End cap ENDCAPP Y205,End cap for CURTINA X405 profile.,,alumineu,X405,black matte,4.72 EUR,https://alumineu.com/products/accessories/end-caps/endcapp-y205?editionuid=448887119114,,new,in stock,100,,,7112,1457
,end caps,endcapp_y205,0tjwIdlUikOX0Ujz8iz0g0,End cap ENDCAPP Y205,End cap for CURTINA X405 profile.,,alumineu,X405,white matte,4.72 EUR,https://alumineu.com/products/accessories/end-caps/endcapp-y205?editionuid=293017693034,,new,in stock,100,,,7112,1457
,end caps,endcapp_y206,qbmrWdNBhQrZ9Ppq1rO-N2,End cap ENDCAPP Y206,End cap for CURTINA X406 profile.,,alumineu,X406,black matte,1.89 EUR,https://alumineu.com/products/accessories/end-caps/endcapp-y206?editionuid=640746518934,,new,in stock,100,,,7112,1457
,end caps,endcapp_y206,tPFY8g6HhI3goBhXwFAdR2,End cap ENDCAPP Y206,End cap for CURTINA X406 profile.,,alumineu,X406,white matte,1.89 EUR,https://alumineu.com/products/accessories/end-caps/endcapp-y206?editionuid=432881431874,,new,in stock,100,,,7112,1457
,end caps,endcapp_y207,cLEZP2Ssga1osq6fjuzBl3,End cap ENDCAPP Y207,End cap for INVISIA X207 profile.,,alumineu,X207,black matte,1.89 EUR,https://alumineu.com/products/accessories/end-caps/endcapp-y207?editionuid=443074976914,,new,in stock,100,,,7112,1457
,end caps,endcapp_y208,zk72JAY9i0ugmwAbZomQB0,End cap ENDCAPP Y208,End cap for CURTINA X405 M profile.,,alumineu,X405 m,white matte,4.72 EUR,https://alumineu.com/products/accessories/end-caps/endcapp-y208?editionuid=346148212064,,new,in stock,100,,,7112,1457
,end caps,endcapp_y208,cs1iWyovjnR0O5ccF07Z40,End cap ENDCAPP Y208,End cap for CURTINA X405 M profile.,,alumineu,X405 m,black matte,4.72 EUR,https://alumineu.com/products/accessories/end-caps/endcapp-y208?editionuid=895241693614,,new,in stock,100,,,7112,1457
,end caps,endcapp_y209,caaW9qg3jIDvmqBhtmo3R3,End cap ENDCAPP Y209,End cap for LUMNOVA Z008 profile.,,alumineu,Z008,black matte,11.79 EUR,https://alumineu.com/products/accessories/end-caps/endcapp-y209?editionuid=158516926484,,new,in stock,100,,,7112,1457
,end caps,endcapp_y210,XfbpuCp4jKYvNsRl05mSV0,End cap ENDCAPP Y210,End cap for TISSURE Z401 profile.,,alumineu,Z401,white matte,12.97 EUR,https://alumineu.com/products/accessories/end-caps/endcapp-y210?editionuid=182789534114,,new,in stock,100,,,7112,1457
,end caps,endcapp_y210,Ue5JxBS6h-xDmc-T5sYN21,End cap ENDCAPP Y210,End cap for TISSURE Z401 profile.,,alumineu,Z401,black matte,12.97 EUR,https://alumineu.com/products/accessories/end-caps/endcapp-y210?editionuid=768807965894,,new,in stock,100,,,7112,1457
,end caps,endcapp_y211,w7Y6MOgigz2Y0sizhfBYt3,End cap ENDCAPP Y211,End cap for TISSURE Z405 profile.,,alumineu,Z405,white matte,24.76 EUR,https://alumineu.com/products/accessories/end-caps/endcapp-y211?editionuid=118180344304,,new,in stock,100,,,7112,1457
,end caps,endcapp_y211,B-1IK5jxibF9dkLSg6OE11,End cap ENDCAPP Y211,End cap for TISSURE Z405 profile.,,alumineu,Z405,black matte,24.76 EUR,https://alumineu.com/products/accessories/end-caps/endcapp-y211?editionuid=304181575724,,new,in stock,100,,,7112,1457
,end caps,endcapp_y212,Y7HL3H--ifpDooOZXnkT61,End cap ENDCAPP Y212,End cap for VOLTIVA Z501 profile.,,alumineu,Z501,black matte,20.05 EUR,https://alumineu.com/products/accessories/end-caps/endcapp-y212?editionuid=919814430674,,new,in stock,100,,,7112,1457
,clips,lockium_y301,TssncDOBgvi587XAXxOMF2,Clip LOCKIUM Y301,LOCKIUM Y301 clip for attaching ceiling film to clip-in profiles.,,alumineu,-,white,1.42 EUR,https://alumineu.com/products/accessories/clips/lockium-y301?editionuid=318258196334,,new,in stock,100,,,7112,1457
,mounts,anglova_y401,5Iae0Kl7jHu3J80n7k6Nu3,Mount ANGLOVA Y401,Bracket for fastening the profile to the ceiling.,,alumineu,Galvanized steel,no color,0.38 EUR,https://alumineu.com/products/accessories/mounts/anglova-y401?editionuid=781082061494,https://drive.google.com/uc?id=12oM2Uf8ge0GHoi0KL4CtZC95nD8gpaJ1,new,in stock,100,,,7112,1457
,connectors,jointek_y603,68OGLVL0i2Yh2ygfi-iJ00,Straight connector JOINTEK Y603,"Straight connector JOINTEK Y603, a set for direct profile connection.",,alumineu,Z701,-,4.72 EUR,https://alumineu.com/products/accessories/connectors/jointek-y603,,new,in stock,100,,,7112,1457
,connectors,jointek_y604,BxeEFynvjXZ-sYop6JbwX1,Corner connector JOINTEK Y604,"Angular connector JOINTEK Y604, a set for direct profile connection.",,alumineu,Z701,-,4.72 EUR,https://alumineu.com/products/accessories/connectors/jointek-y604,,new,in stock,100,,,7112,1457
,connectors,jointek_y605,3MLLHH2IjgqO47skfI06r2,Straight connector JOINTEK Y605,"Straight connector JOINTEK Y605, a set for direct profile connection.",,alumineu,Z501,-,9.43 EUR,https://alumineu.com/products/accessories/connectors/jointek-y605,,new,in stock,100,,,7112,1457
,connectors,jointek_y606,PQjsDtuygZ8U2CBSD-yFM3,Corner connector JOINTEK Y606,JOINTEK Y606 angle connector — kit for direct profile connection.,,alumineu,Z501,-,9.43 EUR,https://alumineu.com/products/accessories/connectors/jointek-y606,,new,in stock,100,,,7112,1457
,hooks,hookara_y701,mCFJaYpDhGQpcRyrmU8W81,hooks HOOKARA Y701,"Hooks for cornice profiles CURTINA X402, CURTINA X403, CURTINA X404, CURTINA X405, CURTINA X406, CURTINA X407, CURTINA X408, CURTINA X409, CURTINA X410, CURTINA X411, TISSURE Z405.",,alumineu,-,black,3.77 EUR,https://alumineu.com/products/accessories/hooks/hookara-y701?editionuid=266558187974,https://drive.google.com/uc?id=1Am-KW75AE2T67UZKpkaY_ByuPZmt0ksX,new,in stock,100,,,7112,1457
,hooks,hookara_y701,46uEut1Sg0K3ORag6S9WZ0,hooks HOOKARA Y701,"Hooks for cornice profiles CURTINA X402, CURTINA X403, CURTINA X404, CURTINA X405, CURTINA X406, CURTINA X407, CURTINA X408, CURTINA X409, CURTINA X410, CURTINA X411, TISSURE Z405.",,alumineu,-,white,3.77 EUR,https://alumineu.com/products/accessories/hooks/hookara-y701?editionuid=252163632314,https://drive.google.com/uc?id=1Am-KW75AE2T67UZKpkaY_ByuPZmt0ksX,new,in stock,100,,,7112,1457
,hooks,slidene_y702,AxdssG3zilcc0nq8IRQCg0,gliders SLIDENE Y702,"Gliders for cornice profiles CURTINA X402, CURTINA X403, CURTINA X404, CURTINA X405, CURTINA X406, CURTINA X407, CURTINA X408, CURTINA X409, CURTINA X410, CURTINA X411, TISSURE Z405.",,alumineu,-,white,11.32 EUR,https://alumineu.com/products/accessories/hooks/slidene-y702?editionuid=185136045354,,new,in stock,100,,,7112,1457
,hooks,slidene_y703,5AoNq6UdhMzzZcpcgTh5m0,gliders SLIDENE Y703,"Gliders for cornice profiles alumineu CURTINA X405 M, TISSURE Z401.",,alumineu,-,white,0.61 EUR,https://alumineu.com/products/accessories/hooks/slidene-y703?editionuid=916850049764,,new,in stock,100,,,7112,1457
,hooks,slidene_y703,FJSc0Zp5hm1Mg4SMhSTTh0,gliders SLIDENE Y703,"Gliders for cornice profiles alumineu CURTINA X405 M, TISSURE Z401.",,alumineu,-,black,0.61 EUR,https://alumineu.com/products/accessories/hooks/slidene-y703?editionuid=913020548074,,new,in stock,100,,,7112,1457
,hooks,hookend_y704,rTvzIoD8go7VbGrUSWHeb2,Stopper HOOKEND Y704,Stops for cornice profiles.,,alumineu,-,black,0.47 EUR,https://alumineu.com/products/accessories/hooks/hookend-y704?editionuid=726059097434,,new,in stock,100,,,7112,1457
,hooks,hookend_y704,ysB7srkLhvaXhUm2B-WED1,Stopper HOOKEND Y704,Stops for cornice profiles.,,alumineu,-,white,0.47 EUR,https://alumineu.com/products/accessories/hooks/hookend-y704?editionuid=233606898194,,new,in stock,100,,,7112,1457
,tools,spatula_y801,LAScFxUfgjRWkQO7x3vPO3,Installation spatula SPATULA Y801,Spatula for inserting the harpoon into the INVISIA X205 profile.,,alumineu,X205,-,20.99 EUR,https://alumineu.com/products/accessories/tools/spatula-y801,,new,in stock,100,,,7112,1457
,tools,spatula_y802,yhUnPSjLg-Bdtn9a16e4K1,Installation spatula SPATULA Y802,Spatula for inserting the harpoon into seamless profiles.,,alumineu,CLASSIX,-,20.99 EUR,https://alumineu.com/products/accessories/tools/spatula-y802,,new,in stock,100,,,7112,1457
,tools,spatula_y803,7EuwsAnyhMnvk1iniWvNZ2,Installation spatula SPATULA Y803,Spatula for inserting the harpoon into seamless profiles.,,alumineu,CLASSIX,-,20.99 EUR,https://alumineu.com/products/accessories/tools/spatula-y803,,new,in stock,100,,,7112,1457
,tools,spatula_y804,R2Byo-ePivRzvVzZ6j3813,Installation spatula SPATULA Y804,"Teflon-coated spatula for inserting fabric ceilings and stretch ceiling into clip profiles LUMNOVA Z008, TISSURE Z401, TISSURE Z405, VOLTIVA Z501, UNITEXA Z701, AERROLL.",,alumineu,With Teflon coating,-,49.53 EUR,https://alumineu.com/products/accessories/tools/spatula-y804,,new,in stock,100,,,7112,1457
,tools,praseka_y805,zVHat4UNjWloiFXNPDt4r0,Hole punch PRASEKA Y805,"A tool for making oval holes in cornice profiles CURTINA X402, CURTINA X403, CURTINA X404, CURTINA X405, CURTINA X406, CURTINA X407, CURTINA X408, CURTINA X409, CURTINA X410, CURTINA X411, TISSURE Z405.",,alumineu,Rounded – 15 x 8 mm,-,61.32 EUR,https://alumineu.com/products/accessories/tools/praseka-y805,,new,in stock,100,,,7112,1457
,devices,stuslon_y901,yhkL5hiDgxPikbdZZ9Fw-2,Device STUSLON Y901,Alumineu STUSLON Y901 tool for trimming the DIFFUSY Y130 diffuser.,,alumineu,Y130,-,1.66 EUR,https://alumineu.com/products/accessories/devices/stuslon-y901,,new,in stock,100,,,7112,1457
,devices,stuslon_y902,Ttlz5AqejNP0X23dgdQNF0,Device STUSLON Y902,Alumineu STUSLON Y902 tool for trimming the DIFFUSY Y150 diffuser.,,alumineu,Y150,-,1.89 EUR,https://alumineu.com/products/accessories/devices/stuslon-y902,,new,in stock,100,,,7112,1457
,devices,stuslon_y903,6BeeaaaDifZDxIxPgfCsB2,Device STUSLON Y903,Alumineu STUSLON Y903 tool for trimming the INSERTA Y015 f cover.,,alumineu,Y015 f,-,1.65 EUR,https://alumineu.com/products/accessories/devices/stuslon-y903,,new,in stock,100,,,7112,1457
,devices,stabile_y904,OZHBJ5GwjxX4GRRLp--5I0,Device STABILE Y904,Tool for trimming the INVISIA X202 profile.,,alumineu,X202,-,9.43 EUR,https://alumineu.com/products/accessories/devices/stabile-y904,,new,in stock,100,,,7112,1457
,devices,stabile_y905,YvBn2CQPjF0bZ9wS2Otu83,Device STABILE Y905,Tool for trimming the INVISIA X205 profile.,,alumineu,X205,-,9.43 EUR,https://alumineu.com/products/accessories/devices/stabile-y905,,new,in stock,100,,,7112,1457
,devices,stabile_y906,BhYSYrYwjZw4w-mkseFLK1,Device STABILE Y906,Tool for trimming the FLOATIA X302 profile.,,alumineu,X302,-,9.43 EUR,https://alumineu.com/products/accessories/devices/stabile-y906,,new,in stock,100,,,7112,1457
,ventilation reducers,aerooom_y911,kKSei7ZTjZ4PuyPiq34942,Ventilation adapter AEROOOM Y911,"Ventilation reducer for connecting AEROOOM, AERROLL, INVISIA X207 profiles with air ducts.",,alumineu,-,-,14.15 EUR,https://alumineu.com/products/accessories/ventilation-reducers/aerooom-y911?editionuid=490065845164,"https://drive.google.com/uc?id=1-TCJIr40Z_WouNhZWb9H260SvIV9RhI0, https://drive.google.com/uc?id=1lz1B2MIyP3vPWtK4lsvvOa2SL-K5DiZc",new,in stock,100,,,7112,1457
,slot diffusers,aerooom,67Bbx0xngULuV9UzemHTF3,ventilation AEROOOM W007,"Linear slot diffuser for concealed installation, alumineum AEROOM, in a stretch ceiling",,alumineu,Length 700 mm,black matte,67.92 EUR,https://alumineu.com/products/ventilation/slot-diffusers/aerooom?editionuid=499105603194,"https://drive.google.com/uc?id=1-TCJIr40Z_WouNhZWb9H260SvIV9RhI0, https://drive.google.com/uc?id=1lz1B2MIyP3vPWtK4lsvvOa2SL-K5DiZc",new,in stock,100,,,7112,1457
,slot diffusers,aerooom,jvZowSDbjriTyuZ4gKOP73,ventilation AEROOOM W010,"Linear slot diffuser for concealed installation, alumineum AEROOM, in a stretch ceiling",,alumineu,Length 1000 mm,black matte,84.91 EUR,https://alumineu.com/products/ventilation/slot-diffusers/aerooom?editionuid=855843645484,"https://drive.google.com/uc?id=1-TCJIr40Z_WouNhZWb9H260SvIV9RhI0, https://drive.google.com/uc?id=1lz1B2MIyP3vPWtK4lsvvOa2SL-K5DiZc",new,in stock,100,,,7112,1457
,slot diffusers,aerooom,QUUROkmnjacZooCUHKa9k1,ventilation AEROOOM W014,"Linear slot diffuser for concealed installation, alumineum AEROOM, in a stretch ceiling",,alumineu,Length 1400 mm,black matte,94.34 EUR,https://alumineu.com/products/ventilation/slot-diffusers/aerooom?editionuid=248474771124,"https://drive.google.com/uc?id=1-TCJIr40Z_WouNhZWb9H260SvIV9RhI0, https://drive.google.com/uc?id=1lz1B2MIyP3vPWtK4lsvvOa2SL-K5DiZc",new,in stock,100,,,7112,1457
,slot diffusers,aerroll,KKdTYiB5ilH9EwahKpKah0,ventilation AERROLL Z007,Linear slot diffuser for concealed installation alumineu AERROLL for textile canvas in a stretch ceiling.,,alumineu,Length 700 mm,black matte,139.15 EUR,https://alumineu.com/products/ventilation/slot-diffusers/aerroll?editionuid=330495212334,"https://drive.google.com/uc?id=1YVgm1sgIFNHm_HPju16k9zmAnQ9aLNj6, https://drive.google.com/uc?id=1iIbmZ_hCRgqh3Hg4bgUiB2LrW14jSWIF",new,in stock,100,,,7112,1457
,slot diffusers,aerroll,ARWzP670jnmjJZpK5JsEU1,ventilation AERROLL Z010,Linear slot diffuser for concealed installation alumineu AERROLL for textile canvas in a stretch ceiling.,,alumineu,Length 1000 mm,black matte,176.89 EUR,https://alumineu.com/products/ventilation/slot-diffusers/aerroll?editionuid=248730094784,"https://drive.google.com/uc?id=1YVgm1sgIFNHm_HPju16k9zmAnQ9aLNj6, https://drive.google.com/uc?id=1iIbmZ_hCRgqh3Hg4bgUiB2LrW14jSWIF",new,in stock,100,,,7112,1457
,slot diffusers,aerroll,xP5AwirJg8GaTPI5ZRvbx2,ventilation AERROLL Z014,Linear slot diffuser for concealed installation alumineu AERROLL for textile canvas in a stretch ceiling.,,alumineu,Length 1400 mm,black matte,188.68 EUR,https://alumineu.com/products/ventilation/slot-diffusers/aerroll?editionuid=284335948554,"https://drive.google.com/uc?id=1YVgm1sgIFNHm_HPju16k9zmAnQ9aLNj6, https://drive.google.com/uc?id=1iIbmZ_hCRgqh3Hg4bgUiB2LrW14jSWIF",new,in stock,100,,,7112,1457
,room dividers,decorra,Uol4AUi6iIvTMzs54EO9j2,Room divider DECORRA H005,Decorative aluminum partitions alumineu DECCORA for installation in a stretch ceiling.,,alumineu,Length 500 mm,black matte,169.81 EUR,https://alumineu.com/products/architectural-solutions/room-dividers/decorra?editionuid=404845127174,,new,in stock,100,,,7112,1457
,room dividers,decorra,ergHrlZUg2QIND1V8IhSJ2,Room divider DECORRA H005,Decorative aluminum partitions alumineu DECCORA for installation in a stretch ceiling.,,alumineu,Length 500 mm,white matte,169.81 EUR,https://alumineu.com/products/architectural-solutions/room-dividers/decorra?editionuid=830946647674,,new,in stock,100,,,7112,1457
,room dividers,decorra,bmi8XCqTjEWJdGyaSuIyc0,Room divider DECORRA H010,Decorative aluminum partitions alumineu DECCORA for installation in a stretch ceiling.,,alumineu,Length 1000 mm,black matte,306.60 EUR,https://alumineu.com/products/architectural-solutions/room-dividers/decorra?editionuid=427716012144,,new,in stock,100,,,7112,1457
,room dividers,decorra,lp4e5bsYjDqziPV39cnuC2,Room divider DECORRA H010,Decorative aluminum partitions alumineu DECCORA for installation in a stretch ceiling.,,alumineu,Length 1000 mm,white matte,306.60 EUR,https://alumineu.com/products/architectural-solutions/room-dividers/decorra?editionuid=670624142664,,new,in stock,100,,,7112,1457
,room dividers,decorra,Mi1z6scziBgnL27xWxmwT2,Room divider DECORRA H015,Decorative aluminum partitions alumineu DECCORA for installation in a stretch ceiling.,,alumineu,Length 1500 mm,black matte,452.83 EUR,https://alumineu.com/products/architectural-solutions/room-dividers/decorra?editionuid=455943154964,,new,in stock,100,,,7112,1457
,room dividers,decorra,1DXQpiEKjE3GouFX6fQLj1,Room divider DECORRA H015,Decorative aluminum partitions alumineu DECCORA for installation in a stretch ceiling.,,alumineu,Length 1500 mm,white matte,452.83 EUR,https://alumineu.com/products/architectural-solutions/room-dividers/decorra?editionuid=858044786404,,new,in stock,100,,,7112,1457
